cli,ili,wnohh_cmnty_cli,wbelief_masking_effective,wbelief_distancing_effective,wcovid_vaccinated_friends,wlarge_event_indoors,wothers_masked_public,wothers_distanced_public,wshop_indoors,wrestaurant_indoors,wworried_catch_covid,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask_7d,public_transit,worried_finances,tested_positive
1.6108458,1.6398108,21.1049524,67.5031974,67.8981416,65.0062008,28.2726442,11.3872911,15.5125629,67.549562,34.919886,43.284882,26.5026008,21.1361515,50.8988287,5.0780021,34.8908191,21.8677534
1.2954074,1.2924754,14.2132461,65.8384543,65.7012987,61.3320133,25.0625181,11.9830395,16.9130966,64.8314888,35.0909931,41.4559162,19.0654639,14.6621773,56.2696101,3.4399756,32.7730485,18.0603907
1.5184055,1.564263,18.7320964,67.9901577,67.6264019,61.8403366,26.4042571,12.3433425,14.8695439,68.8862221,39.0703266,42.9837982,22.1105074,17.9030056,51.2364041,5.1922423,35.2100216,19.0652706
1.0664993,1.1687343,18.1634911,57.1311478,62.2609096,57.5852822,30.5313481,9.2356053,12.7371526,66.4170818,37.9392599,38.8514389,23.1854509,18.2055358,48.0225061,2.7584354,37.8116651,23.2143212
3.7162577,3.7283141,38.8935458,63.2828246,64.0461651,53.7628048,21.4496914,9.0163723,16.9861149,58.5115736,31.7633133,47.6358862,45.0636676,39.7855624,60.8843479,1.9092189,38.7820516,37.3422951
1.5320001,1.4955279,20.1601738,70.9153792,73.922402,64.7358118,21.897254,57.9506787,27.0848337,60.6099694,34.4355117,50.7993465,21.7716763,17.0984979,82.8340292,3.5296705,36.9910612,15.9817557
3.9546671,4.1342561,36.8340231,62.7835812,62.4844071,59.7479638,20.9680428,5.8477335,14.962621,57.7211968,29.3896072,45.7461875,44.485391,37.7332527,49.1352372,2.588073,33.7871545,33.9596974
4.1862482,4.177971,37.0200796,62.295481,64.21957,58.6160822,18.1110053,11.9095678,16.5947108,61.1878698,27.7933847,50.6208986,45.4249221,38.6961122,64.3962985,2.7910674,42.7850781,36.782196
1.324635,1.4110669,19.9646818,70.3969409,71.1040252,67.1843259,26.4944567,8.0191499,15.4858411,67.3485767,37.9020794,43.3980098,24.8848316,20.4472994,49.6784301,5.6444403,28.1930792,14.6942825
4.5290309,4.6850604,44.0693517,79.0704043,72.6085983,79.3965028,11.6392144,51.0514291,23.9438901,56.9643902,20.3919449,64.5445295,49.5880026,43.7870798,86.0501567,3.6470588,37.4156545,32.0333041
1.0493581,1.0539021,12.9454635,68.6923824,68.7722794,67.2744679,26.0764779,44.8997911,19.1563284,62.8415023,36.6445036,44.0512103,16.6763614,12.757078,76.4890558,6.0337965,35.0526062,11.5259536
0.8929634,0.9424272,13.1121569,80.1567413,79.8233127,76.3107635,24.2109465,27.0001291,18.6135149,61.68632,32.9655792,54.4482017,17.7252312,13.5139796,66.1794942,7.9776427,37.1013445,7.2878256
2.1872912,2.2075383,29.7158033,66.3534572,68.8403561,54.4338343,19.057769,9.2231824,19.7768402,64.1052351,31.6564194,48.3657482,34.6807392,30.4008529,59.6385345,2.9876382,42.3928053,18.3069929
4.7303987,4.8387122,40.0280779,69.0101085,69.50269,60.674508,18.2218883,18.5652822,16.9346445,59.9473418,28.4366227,56.8964,46.2767388,39.0417878,67.8518378,2.9824498,38.4222172,33.3446854
4.144555,4.2396476,40.2216278,74.0784535,73.2024934,68.0018113,14.9517367,56.8849253,23.7454287,55.442063,24.3156576,57.7921613,46.7196211,40.3531816,84.4952209,4.0706568,36.1540319,30.6008329
1.3145347,1.353431,12.5055011,68.7282131,70.5909088,61.8496861,26.3358666,24.7241953,19.7646806,66.5029033,34.3547604,43.8391369,17.1413365,11.7880113,65.5684517,2.7558208,33.9025479,10.3024399
3.1062763,3.1836844,38.7092794,71.15258,71.8848189,63.1322182,17.2984729,17.4167251,19.4517883,58.1609084,25.4077715,54.6323183,43.2845974,37.8118798,65.3854213,2.7683271,33.6272518,28.9116074
4.7043932,4.8062186,41.8085605,64.6091197,64.0180478,55.7260225,20.7228456,11.8715294,15.0601199,56.0988208,30.6427474,49.4608163,49.2054579,42.7420764,62.2367207,2.3820004,40.0954463,38.6544776
2.0061549,1.9784901,21.867969,69.6773118,70.9180241,67.2725305,26.0698526,8.6934379,17.2757859,67.1863237,39.2566934,39.5760676,26.0102987,21.3182091,49.0162627,5.3962426,29.2811478,21.3060814
3.6545572,3.7191743,36.8104292,67.7281084,71.0918155,62.7127064,23.3747629,8.2397724,15.9582299,61.3158642,33.5628062,45.5881072,42.6507099,35.7803205,54.5025221,2.9232268,36.798772,26.4227114
1.2516266,1.3193666,14.5621146,63.6006533,65.9864301,52.5370241,26.833316,11.5688913,17.6619901,68.137897,39.6428463,39.6268906,18.3501412,13.9651221,53.9177088,3.0071843,37.1680528,12.4665081
1.8582161,1.9060233,21.7434169,68.5787514,69.0970993,65.4547433,24.2857987,15.4684191,14.6756682,64.9440495,35.6154,49.3175651,27.1065716,22.4808982,62.958697,4.2993535,31.1791766,23.9897307
1.290352,1.3848949,11.8399663,61.4469438,64.1798261,58.6410794,29.700859,4.8954248,14.5991002,67.1324103,41.5987247,35.0453928,15.9985449,11.2591171,38.1564553,4.4660812,36.647876,10.8507292
1.3241035,1.3261051,11.9673399,59.9460146,61.6291767,57.0251056,30.8853121,3.7904214,13.9219971,68.5199162,44.5017885,32.9408343,17.0550891,11.8008505,33.0512305,4.6777007,36.4700324,8.3011647
3.1507074,3.2725326,32.0217787,59.9723315,63.6668021,53.8608564,21.5414944,16.4552013,19.5778911,62.71302,31.2402634,47.9150591,39.0965498,31.5309043,63.7328839,2.4705402,42.4976258,38.1746312
3.6861107,3.8475388,37.285425,77.7609662,72.8814993,79.406813,11.2290116,53.1014235,26.5461299,57.2436538,22.5523136,62.6020085,44.7126013,38.4487841,86.5633582,3.3901515,40.370955,32.7860697
3.8893418,3.9812624,39.1255731,74.4615491,72.4909446,68.3810919,17.2581249,54.2027947,21.3395483,57.0447873,26.5235033,58.3066759,45.1883068,38.8203698,84.2313501,4.0469273,36.0084677,25.8686676
1.0711582,1.0766682,12.347076,74.096907,72.7946331,68.6774782,25.3190409,61.8983176,27.8936088,70.2558167,36.1235602,44.0879052,15.5201985,11.9681479,82.594517,4.6363984,32.7325861,9.6956848
1.3327575,1.3147972,11.4764805,61.617113,63.3748557,63.2058186,27.7630036,5.6083612,11.7907373,67.6288465,41.7791319,41.9467216,16.337558,11.2515635,43.9661028,5.0333967,40.8772136,8.2448275
1.2981622,1.3096164,15.6924898,73.5011254,75.3510636,67.6471052,22.6882299,27.8981909,20.6153706,67.1063132,34.6933174,45.8859152,19.5266115,15.2633471,68.9358299,5.1008233,34.7176909,12.7943448
0.9731396,0.9773427,16.1308142,73.9490767,76.2844796,66.9199208,18.8173867,65.3683732,29.6570304,68.0034328,30.6067901,45.467839,19.464471,15.6812654,84.38116,4.3666128,34.8358485,13.763272
2.2797109,2.2717764,19.78596,59.7076954,59.6418435,54.8792208,25.085353,8.6795454,14.5352515,62.6547666,36.8700129,47.2479011,27.558018,20.9412439,55.7659132,3.336357,40.5414348,25.2044233
4.1476625,4.2464054,37.8027003,82.8283056,80.1347372,74.7796766,12.0237057,62.4747466,28.8276856,54.4710062,22.6352714,66.594509,44.3410721,37.496091,88.1871897,4.687449,41.5633434,24.2252595
2.0123367,2.0812678,30.4767883,60.5926782,69.0045318,54.726803,23.8430269,10.0852791,20.9592559,71.1568841,37.0604294,48.1233289,33.9410912,29.159448,60.2250833,2.9151931,44.0014453,18.6110594
1.3081161,1.3356333,18.4763374,77.6467182,76.735827,73.6905812,22.9934934,33.6260255,19.9250163,64.9677983,32.3736904,53.883714,22.2514101,18.4518966,70.9849911,12.9258654,39.5481043,10.3322298
1.0154828,1.0418669,12.4678317,70.3294728,71.8295876,61.45736,28.843156,15.6598385,15.617605,68.7728391,43.1108668,46.6180704,16.8323897,11.8716158,55.4302466,4.7600397,40.5819268,8.7346668
0.9638884,1.0201021,8.9382327,77.9191305,78.8167439,79.9239711,21.8419903,32.6546625,15.9926533,64.6576026,35.0729154,49.9381709,12.5291355,8.7493963,67.7068348,8.0714074,33.8249118,5.6008147
2.1010174,2.1050502,20.2846569,65.4656582,66.2901529,53.8417781,28.2999205,7.5956706,13.4734087,67.1641289,39.7205814,42.1537358,25.3860221,19.4643169,49.7199137,3.2233645,38.3645751,11.8797666
0.7518477,0.7974584,9.4669038,78.7193278,76.5304594,77.5464088,22.6287717,28.2017963,19.5016418,64.2437934,35.1077015,52.6873679,13.9679699,9.5907511,62.8068193,8.7438422,38.2499807,7.1743961
1.6737194,1.785744,14.2594869,62.0272949,64.858457,47.0049154,32.7954417,7.1230542,14.845517,70.0225492,45.5704166,36.6537879,19.7176672,14.5520142,47.6298744,4.1032406,40.1713365,13.319683
1.6395027,1.6775354,17.9986575,77.5546892,76.8434073,73.9570433,19.2670471,56.6989331,25.9016172,61.6612469,31.1465838,54.6458344,22.3224102,17.8570646,82.6893528,5.8312158,37.8242946,16.0896445
1.3956288,1.4087264,15.9331578,72.2086319,73.3586926,61.5132579,27.0910899,25.2899534,18.3557727,67.830382,37.3726706,46.7073171,20.6921784,15.9242928,68.3078544,3.3549114,35.6769361,12.1024826
1.4885555,1.5255134,13.18701,61.2868486,65.0645854,59.3950211,30.6180453,4.3879175,15.4932819,67.0158291,44.2035602,37.3587712,18.1259535,12.8927197,39.2752341,3.9687987,43.0915504,10.3924065
1.1564646,1.1751196,13.9306327,60.3870026,63.2176253,55.7031451,36.1349102,7.0075895,13.9001148,68.9720752,46.2511406,33.8275556,17.1399184,12.3555048,41.463695,3.9649299,36.0941947,14.1566265
2.0206715,2.0587144,22.8943861,65.2380979,70.1102669,58.2790858,23.0834709,9.3808746,17.1179076,64.749734,34.3420216,49.9492249,27.9906076,21.8791245,59.0976917,2.9060196,41.1811023,22.3148537
4.9476154,4.9445617,45.9414436,67.7225281,69.1300721,59.3519808,20.7197211,13.012737,19.2773609,59.2350967,28.7819305,49.919083,51.6434924,46.1427064,60.2681406,2.5990477,40.0493238,35.2132005
1.3235907,1.4076282,10.4928778,67.1469722,66.4210842,55.9255959,29.5980932,5.488439,18.5537138,67.6659715,42.8658585,39.2197413,16.1655618,11.5594966,36.7702587,3.6709968,41.0331819,4.8672653
1.4465202,1.4722307,15.3982201,59.7108495,60.722158,57.2160777,26.5193299,6.5403229,12.2325469,66.3925668,41.7472821,34.2434304,17.9585657,13.2642532,44.662906,3.4319258,35.7411967,15.5383632
2.0844211,2.1407274,24.5401004,67.5793019,70.5974376,68.7276833,16.768964,28.1369483,22.3098429,64.7736531,24.9384065,48.815802,27.7629234,23.9304813,73.3364574,3.8426763,35.6751825,22.9166667
0.916373,0.9290742,13.4026607,76.5145008,76.0087484,69.4154388,24.8960942,26.3119812,22.9358667,66.1762805,34.9967528,46.2371763,16.6165108,12.5239483,67.6575459,4.2028009,33.7787646,10.6207246
1.0034909,0.9762393,12.1429908,70.7809926,71.8651172,68.3759113,24.7274915,24.1718609,20.6426376,67.5952393,37.4766934,43.865623,15.8387539,11.9165448,66.283376,4.6853566,33.8524925,8.3249028
1.270183,1.2929288,17.5051522,78.4526241,76.775947,74.9732826,22.21921,31.8186591,19.9470252,62.2993002,29.9417299,55.0693327,21.3191637,17.014396,70.3949171,13.2970858,39.675836,10.3435855
1.1105646,1.1368703,16.2066511,65.0036373,67.0969324,53.3660083,28.2290252,15.9774693,15.2076807,69.9299908,40.9119171,41.1044448,20.5986341,16.2287174,56.5478677,3.977812,36.3432705,15.5229136
3.1635806,3.2672459,34.6411186,67.967582,70.0006315,60.7774454,26.0004119,12.3172084,15.768825,63.9471102,32.1866139,51.459645,40.8782874,34.5499854,58.0564117,2.9298432,35.0997893,23.6634313
1.8138974,1.7963526,19.3805367,61.3207813,64.5865689,50.5941038,31.5907364,4.1570266,14.61925,66.3426602,42.1994134,35.8754076,25.3826803,19.0051275,44.1396255,3.5898694,43.0412785,14.1826787
1.6416282,1.6295399,16.3540471,62.3133086,64.0794429,50.9298429,33.6257539,7.4456263,17.9093478,71.1016581,42.6330729,37.0368218,21.5445294,15.9352902,44.556985,3.3279953,41.0191868,14.0553456
3.1762401,3.1954881,33.2530678,61.7549415,61.2500865,62.1805674,25.3764085,7.1439488,16.7314495,64.2082413,35.5353141,42.1040916,39.471494,33.7359806,50.5726601,3.344017,30.9372702,42.7407102
2.1455423,2.1798673,25.0280625,63.2239083,64.2021573,52.7825824,30.412764,9.6275504,15.3348521,68.1202448,39.9511616,41.7848789,29.1561273,23.7503489,52.3828581,3.5765723,36.972482,18.6716869
1.7890088,1.8748911,16.0527158,64.3566824,67.313496,54.1921042,29.7127276,5.2929571,18.7004724,70.2091585,43.7713708,37.6960275,21.1241265,15.8005151,43.758159,3.397068,40.9098831,13.3771609
0.6525731,0.7276294,7.3928545,75.5430859,73.2718904,75.7858047,26.0830182,21.4672315,16.7762446,65.6469781,39.619622,49.3180505,11.9912333,7.4201603,56.5202991,5.9500356,31.0178765,5.8052434
1.4305076,1.4621477,15.3397251,63.6776961,67.2717725,53.0404622,28.4419209,8.7052107,16.3440095,68.2551953,39.9807137,38.8201278,20.1519237,15.0659446,50.1853587,4.0334909,37.9268625,13.2810903
1.8169618,1.8860859,19.9328415,65.3745923,67.37989,54.6867945,26.3690403,9.7567072,16.2425471,67.120418,38.9438548,40.8241675,24.8343025,19.9802848,50.3398034,3.6607963,34.6599389,18.3242729
2.1160806,2.1391753,18.4271738,62.7111753,64.3234371,52.3006078,33.6920671,6.0300156,15.1676728,67.6244253,38.3930655,40.2117105,24.0527496,17.338119,43.9646369,3.0577285,43.1479432,18.5416976
3.8063492,3.8190091,33.9936343,64.1269522,67.6629216,56.7567277,21.4658566,19.0239443,18.7759601,61.2201505,31.6296467,51.7146323,42.0324083,33.9607299,66.4066745,3.2126831,39.9572974,38.4893228
1.5142514,1.5314352,21.8160024,65.3197127,69.3478587,54.2543208,25.290424,10.4611468,18.7931705,67.0816147,38.8221818,43.3713257,26.0937499,22.0312415,51.8457778,3.8808968,33.3492227,16.6062983
2.0361282,2.1132569,22.5421623,80.1483394,78.6472776,78.7047421,21.5915925,28.9215623,17.4445281,63.4022324,29.5965584,63.8099899,28.3205771,22.5112268,72.3712733,7.3115135,36.6521917,12.9849152
1.2259751,1.2966759,9.1246945,74.8989969,72.8336877,78.8319165,24.9643796,22.4385174,18.26079,68.1092209,35.9610523,39.6743192,12.2742475,8.1270903,55.9759547,5.6293706,41.9863014,12.2983871
1.9453307,1.9708646,23.3267095,68.0914861,68.3342359,63.9406305,27.3018913,13.4999769,17.566768,64.42132,35.1850765,42.5517804,27.6425558,22.504538,50.7683038,3.4405196,30.2578643,20.1298847
4.9045381,5.0323744,43.5702874,61.5604204,64.733422,58.4588251,18.5935504,10.9070435,16.2007794,61.4957685,29.206405,51.0151727,50.8828219,44.5433275,61.9371586,2.0739696,41.0938399,33.4791905
1.9610211,1.997253,20.9077763,61.8297381,64.4806215,52.7521951,30.854393,4.4643657,12.9657305,69.9180656,40.72955,38.3789336,25.635673,20.0416061,45.0638532,3.4855788,40.5670231,14.9831128
1.5636349,1.6615185,17.8151864,61.0929552,63.9482656,58.9442117,26.9515976,6.7792498,14.0470517,64.8940643,37.6835545,39.2268604,22.7991985,17.7546875,51.1287627,3.2817807,35.7656172,19.9772009
1.3442213,1.3514638,15.5299099,64.3602455,66.562087,60.5037416,24.568115,11.337603,17.0653122,65.2393688,36.0478459,41.6866702,20.6210376,16.0955783,57.9492679,3.8686983,32.4975726,20.1704478
4.3289372,4.3642098,41.5037053,62.7491106,64.6258786,59.106171,19.3393177,11.472668,17.1146986,59.1688655,28.3764602,51.8310168,48.8315193,43.104278,64.1132496,2.9649463,41.8970191,38.7978156
3.6265048,3.6361334,32.7345678,61.3193936,62.2775465,58.0695989,18.3402038,12.2425559,17.2263991,59.5373548,26.7464228,47.7348005,40.2384769,33.9965455,63.5214684,2.4783067,40.6182719,36.9619086
0.8837044,0.9038145,12.4783346,69.398786,72.3923793,59.1947235,25.7267184,28.0948886,20.3262014,69.7154685,38.6366189,45.6207702,16.0295492,12.3054079,69.3984026,3.4150771,36.4320444,11.1412741
4.1509074,4.223112,44.6997308,62.4804879,63.5786421,55.4217873,19.4839684,11.376805,16.6918849,60.7376531,30.2711144,50.4746242,51.2261025,45.7350798,64.846895,2.9740039,42.1849266,39.361024
1.9343339,1.8719973,19.9154685,70.8044031,71.416561,67.7977348,27.406894,8.8303132,17.635796,66.7070345,39.1328503,38.6016351,24.5300734,19.6851483,47.2652511,5.5128026,31.4672392,16.4326583
0.8796575,0.9860064,10.8244364,77.3886225,76.698632,80.0352756,22.0697324,38.8673106,20.2785672,65.228216,37.7054707,47.2227648,15.3934253,11.6644467,72.3159071,8.0324027,35.376442,8.1533319
1.0808684,1.1083971,14.3361588,71.1934493,73.484091,61.206425,21.6370007,29.3086306,19.5724733,67.1661971,36.5142453,45.5171941,18.0893898,13.9467764,72.0129042,3.2327593,34.051713,11.4444336
0.9634819,1.0271695,21.8509555,78.1092035,78.3894017,72.1287036,21.659683,60.5735802,26.1254184,64.446447,32.6204495,59.5991688,25.1867995,21.1565658,86.3230305,2.5623821,43.4361577,13.3003866
1.2197907,1.2746919,14.8468797,74.9908897,75.2284364,72.2326907,25.0345923,24.6789408,20.1518233,66.1802708,37.3768512,48.8976402,19.2558038,14.7162394,66.6618928,4.8630439,35.7287001,14.2299196
1.6492244,1.5797337,18.413988,64.7656399,67.2225681,55.0750556,26.7294707,7.2192176,15.0854943,67.9553436,37.3203267,40.7134433,23.5487335,17.1091712,49.1186819,3.2841581,38.6143266,12.1169547
0.8036745,0.8125609,17.2712186,69.6456765,68.0448932,62.9211663,22.1342418,55.9197564,28.1242496,64.0577093,35.5118825,52.1169875,21.38577,16.1384614,82.2649168,3.9892589,38.4384611,10.5455926
1.2700115,1.2726487,13.1969944,76.9516997,76.1326051,71.3612031,21.5070654,25.638134,21.6717992,64.2178582,31.8329389,50.6498616,17.8879732,13.4750045,64.6955547,13.5279633,40.0638951,8.570035
4.4278238,4.4602944,36.5262741,64.5055839,67.8259444,55.4626782,21.994618,9.4653654,15.5092972,62.9998644,31.7427147,47.8434197,43.0336425,35.3907739,56.0943501,1.9878469,38.2507572,35.4701392
3.1450578,3.2021643,31.1248345,74.3091167,71.9471805,64.5796689,17.5205458,14.8923772,16.9811591,60.2589602,31.2355585,54.1118793,36.432492,29.7549199,65.6412425,3.4517612,33.5364743,22.6456236
2.4480213,2.4852209,22.3071421,65.5738932,68.1266557,59.6381531,24.1572612,10.5268833,17.5571543,64.4505628,36.9398729,48.9220638,27.498906,20.9912135,54.6724237,3.22963,43.2408703,19.5513225
4.2708268,4.4851844,35.9247204,59.3228263,64.9201794,53.4618668,21.1423737,11.2527213,17.3883363,62.1229329,31.478351,43.5536993,44.2643287,37.5605267,63.1070564,2.5009967,39.1995963,43.3998256
0.4596288,0.4584343,8.3831734,78.5308946,79.7500659,71.7789484,24.5123915,25.7967149,20.5197762,65.9316011,36.0390652,54.0610156,11.5824544,8.0552843,64.8036705,9.3730341,38.3280737,7.5111917
1.0314142,1.091012,12.8613887,71.0150054,73.2533111,58.6352285,24.462911,28.9840032,22.9980669,68.3534086,37.6872208,45.2867727,16.8267277,12.6459393,69.8451308,3.1424073,34.8096326,11.2453571
1.6794962,1.6656934,18.9447561,68.5684485,66.6753198,66.3008199,26.6618299,19.4935448,14.7046866,65.6195052,40.5670784,42.484397,23.3462082,18.3692937,62.3289162,5.8954071,32.9335649,21.8153477
1.0483845,1.0888768,10.8842281,55.6451649,59.0883958,52.7390999,33.4335449,5.6950365,13.8001647,72.2068396,45.6480895,35.8972442,15.1597771,10.4639009,37.3242207,4.3709899,39.190681,6.2126832
1.1984738,1.2307811,17.3881702,67.3889487,69.5508507,62.8244899,27.1330009,11.6858372,14.5301283,68.3042825,41.9931835,48.1585274,21.3542267,16.7399096,56.9830748,4.68269,35.9559874,19.2259307
3.5879311,3.6261336,30.2103474,65.6101899,62.2024115,62.3445321,25.1729643,4.0952452,14.2100952,62.2207782,33.3431149,42.930253,35.8891534,29.8305086,45.8015054,3.1192225,31.5101589,27.3586201
1.1506322,1.1952112,16.6492233,71.5253259,74.6660579,63.803439,16.8359019,64.2583766,29.045563,67.0180951,32.0181527,49.0300842,20.0704953,16.0704855,84.7752751,3.6707843,33.754132,10.9052825
1.5426964,1.541409,21.8732414,68.2822833,70.14298,61.0197729,27.8241943,15.2789704,17.5364589,69.4628682,41.05841,39.989869,27.5729724,22.0971758,51.5234063,3.9762584,31.5067608,19.5652174
1.0875688,1.1400365,10.2373723,58.3288302,60.180418,53.6783254,36.946235,6.1667406,15.6203599,72.1328878,45.9525136,33.0658759,15.2477949,9.4028289,38.7679346,4.5148691,42.2490643,8.0921439
3.5894403,3.680539,35.3867317,66.3653509,67.5573391,57.5119105,25.7063615,7.9552401,15.9751485,61.4853999,32.3811137,49.3971024,41.8397389,35.3715599,53.9214798,2.472341,34.5598,26.5405679
0.9917988,1.0639375,15.0471457,63.1783577,66.9199328,52.5554135,27.3273335,16.2694706,16.2704301,67.4427227,38.2335285,37.4507421,19.0962419,14.4951388,56.2633475,3.9882151,34.1735867,11.3126034
1.9556925,1.9556925,22.9915508,69.6082424,71.5529945,67.6014803,18.0274525,29.3785015,21.9435027,65.8092617,27.1029388,49.2897373,26.372093,22.6511628,72.0098039,3.9831303,37.2568093,26.8442623
0.9650801,1.0532347,12.2703208,62.8310113,66.7412923,52.8382514,29.1507751,17.742029,17.0799801,69.824685,41.7474603,36.0360921,16.320369,12.3599585,52.7489519,3.734945,36.8505892,8.6087921
2.6988728,2.7999617,32.2094642,81.4018703,78.8531714,76.6718295,12.1905523,58.6851824,28.7279194,57.6556365,21.3429266,66.2587074,38.3799251,32.3172747,88.1522188,3.9910278,35.7192264,27.5355081
1.0770804,1.1192843,13.5910716,76.4415777,77.9413224,70.8119572,21.8319111,66.2277059,29.3526176,67.0167839,34.732298,49.737058,16.963921,13.1122623,86.3748341,6.1335676,31.0628354,13.1478316
1.6470535,1.7065585,20.5829938,66.2890256,67.2749535,63.4986206,22.3732526,13.6908955,18.4114933,62.060234,32.2664232,45.8543303,25.8191954,21.0411554,61.4872026,3.0231269,32.2663659,26.955394
2.0911368,2.0677365,31.0350579,67.288038,70.542051,53.91693,19.6035822,10.1912334,20.1026084,66.4361525,33.6312204,50.7455576,36.0070829,31.3934906,60.43645,3.5753006,43.5622454,21.7922157
1.0078866,0.9886314,13.2639448,63.7674737,68.2773052,57.2509696,27.5874264,14.5842414,19.5528948,72.2938262,40.5377009,40.5265257,16.698622,12.0965164,57.1261153,3.6234254,35.5092448,8.0696126
1.0779985,1.1373774,14.7684621,75.6351169,77.6958407,68.498483,23.0502924,25.7881674,20.6207789,67.0809375,36.6405009,49.2972087,17.897291,14.0669475,66.7962068,4.5804099,33.3821901,14.0425687
2.3073361,2.3110766,20.2768273,67.2251643,67.4471921,52.5538246,24.549372,7.8394531,18.6937297,67.5306095,38.0439403,42.4217869,26.3760824,20.9817683,53.4487024,3.1275872,45.7122022,20.0534865
4.4560023,4.4680497,40.6505129,63.8802389,63.6602975,62.5975781,21.7341231,7.478477,15.4817791,57.5691391,31.1212703,47.7662801,48.5358051,42.0549417,53.8420611,2.5747102,33.6933359,45.383274
1.0259826,0.9818381,12.4887281,73.870718,73.4013584,74.4465719,26.3451457,23.023462,19.171849,68.3235311,34.1257574,43.2463182,16.9353846,12.5024798,64.4790624,3.8664383,32.7913249,9.3309523
1.0795377,1.1264486,15.7794059,67.3125004,68.5978145,64.4927404,26.4654815,11.5474302,14.2819205,67.6710211,42.4255216,46.8193693,19.5913869,15.1464277,55.5389075,4.9246873,35.4757979,17.7927891
1.1057356,1.1403069,17.8154522,78.6713759,77.0713187,74.1438295,22.1288912,33.4272001,20.3791056,62.8443207,31.4494664,55.7371872,21.8775117,17.6159201,71.3507918,13.2307063,39.8981662,11.0304265
3.3365359,3.4375394,38.0266031,71.7567484,71.6161246,71.0778414,14.9720644,27.6005986,20.3176832,64.3553189,24.1015665,56.2466257,42.6654355,38.7212191,75.1422799,2.7377257,38.1203008,32.566586
0.8603227,0.8466764,11.3156991,71.7849452,72.9363627,79.5603973,24.2626676,40.7847226,20.188957,63.3957792,34.1189707,48.9872372,15.5484247,12.6896149,75.3478524,5.0892857,33.8668374,11.7924528
1.362879,1.4030843,17.4883412,73.1065606,74.3615735,66.1929759,21.1049899,26.7440513,21.5744176,65.4030971,34.4434609,48.9440513,21.3742609,17.1893485,69.3889342,4.6211754,32.5067376,12.7084915
2.3856465,2.437796,23.0150606,67.7815613,68.8902732,56.3872175,26.8395095,8.8064569,19.4344985,65.0429533,33.9221364,42.8580604,27.8572201,22.2629073,53.9173939,3.0452506,43.131925,18.5975043
3.1127307,3.1656945,34.5528618,73.5072063,72.2855735,68.7532951,18.0922621,55.567702,23.870769,59.4356763,28.398231,57.1258419,40.6036566,34.8841443,83.8510435,4.4831515,37.3390054,28.9230146
1.6138279,1.6600749,21.9156168,67.9799962,69.9141753,50.2132052,24.7194206,11.876675,17.7690619,68.5821448,38.2170799,45.6492357,26.0030145,21.65379,60.0093303,3.5985935,37.8269498,14.4659944
1.6535209,1.5695786,16.753809,77.6651748,77.1074203,64.8213984,22.5211375,57.4380344,29.4520179,61.1566419,34.7419555,56.0608148,20.0030386,15.3654018,82.7836754,3.4747981,36.0989384,17.8789141
1.3841511,1.4230187,14.1541556,66.5116567,69.328582,62.8038778,24.4590879,25.9700965,20.4211281,67.2979257,34.9533797,44.7811046,18.5124254,13.0410963,66.8228547,2.8683889,35.7045396,11.8913702
1.6356822,1.6572922,17.9183708,65.3935792,67.3179471,56.3224461,28.4788784,10.629026,18.3150998,67.1892684,40.03476,42.3147435,23.2433722,18.3884078,49.4515188,4.4329053,35.0567005,18.0779252
3.913317,3.95916,40.1045666,61.5108966,62.2000592,60.0715838,21.9872547,6.1116396,13.0460907,58.3773911,30.4568631,46.4016906,47.6772101,40.9734809,54.8455019,3.138811,34.4291617,45.9347813
3.8655277,3.9423274,37.6007112,81.2750819,76.969811,82.4230856,17.3125981,43.0431603,20.7840874,59.7169534,26.8242567,63.6009922,42.3588545,36.4554571,80.1036388,5.7972774,35.341222,16.6460573
2.8231418,2.9114077,36.5692405,69.3105064,69.0512643,63.3139076,19.4417959,17.5034738,19.9991612,60.1897729,28.6740058,53.374327,41.9881464,36.502584,66.2653956,2.5443347,35.3147957,33.2041516
0.9999407,1.0357158,14.8212623,76.4345041,77.9059365,70.4343328,21.3703113,67.2651848,28.8996027,67.0515215,35.2929509,48.5155788,17.7971924,13.9510411,86.7285881,6.1888985,31.6296495,11.8371952
1.1120604,1.1330486,12.2265593,58.3528977,61.4753946,59.8425748,35.8102543,3.0755047,14.1780582,67.9533769,45.6472274,34.9624926,15.2377852,10.8400357,30.1056908,4.798045,35.9340189,7.7777663
1.4134144,1.3873738,19.9085504,62.6874691,65.7640168,52.3960657,28.0626685,7.6239008,16.8444643,67.457849,40.8456974,44.2602033,24.2136623,20.0781149,52.2164082,4.1115447,40.0432849,13.5937272
1.4493453,1.4730704,14.4868985,75.8954457,74.7783149,70.4700171,21.914343,61.0562788,24.244858,68.4629651,34.086088,49.0509201,17.6577706,13.1848347,83.753034,5.249674,36.2305041,10.8777256
1.5987858,1.4965455,18.8721233,63.6213769,66.7749015,56.1781055,26.2211782,8.282866,15.1517744,67.9698159,37.8147298,39.8599526,24.0763528,18.0104549,50.7025858,3.3090898,39.6680607,15.0557046
1.5094391,1.5094391,11.3722741,57.1724227,59.8539907,56.1616619,33.7943511,7.5630032,17.8891042,69.990041,43.7152494,34.2360606,15.4794826,10.6896492,37.2824097,4.7317232,41.4223425,6.6762867
